arcos_all_washpost_shuf5000
REPORTER_DEA_NO,REPORTER_BUS_ACT,REPORTER_NAME,REPORTER_ADDL_CO_INFO,REPORTER_ADDRESS1,REPORTER_ADDRESS2,REPORTER_CITY,REPORTER_STATE,REPORTER_ZIP,REPORTER_COUNTY,BUYER_DEA_NO,BUYER_BUS_ACT,BUYER_NAME,BUYER_ADDL_CO_INFO,BUYER_ADDRESS1,BUYER_ADDRESS2,BUYER_CITY,BUYER_STATE,BUYER_ZIP,BUYER_COUNTY,TRANSACTION_CODE,DRUG_CODE,NDC_NO,DRUG_NAME,QUANTITY,UNIT,ACTION_INDICATOR,ORDER_FORM_NO,CORRECTION_NO,STRENGTH,TRANSACTION_DATE,CALC_BASE_WT_IN_GM,DOSAGE_UNIT,TRANSACTION_ID,Product_Name,Ingredient_Name,Measure,MME_Conversion_Factor,Combined_Labeler_Name,Revised_Company_Name,Reporter_family,dos_str
RM0380484,DISTRIBUTOR,MCKESSON CORPORATION,null,1995 MCKESSON ST.,SUITE 101,AURORA,IL,60502,DUPAGE,BF3739680,RETAIL PHARMACY,FELKER PHARMACY INC,DBA SNYDERS PHARMACY,100 W. BLACKHAWK DR.,P.O. BOX 474,BYRON,IL,61010,OGLE,S,9143,406051201,OXYCODONE,1.0,null,null,12X000134,null,null,10262012,0.44825,100.0,1210015008,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,5.0
RC0338031,DISTRIBUTOR,"CVS VERO FL DISTRIBUTION, L.L.C",null,2575 98TH AVE,null,VERO BEACH,FL,32966,INDIAN RIVER,BC5290313,CHAIN PHARMACY,"HOLIDAY CVS, L.L.C.",DBA: CVS/PHARMACY  # 03291,4610 S UNIVERSITY DR,null,DAVIE,FL,33328,BROWARD,S,9193,406036005,HYDROCODONE,1.0,null,null,null,null,null,3082007,2.27025,500.0,4520,HYDROCODO.BIT/APAP 7.5MG/750MG USP T,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,CVS,7.5
PM0022929,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,9700 SW COMMERCE CIRCLE,WILSONVILLE,OR,97070,CLACKAMAS,BP5079137,CHAIN PHARMACY,PORTLAND BI-MART PHARMACY#651,null,12321 NE HALSEY,null,PORTLAND,OR,97230,MULTNOMAH,S,9143,59011010710,OXYCODONE,2.0,null,null,96129250,null,null,2242010,14.344000000000000,200.0,1002035352,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,OXYCODONE HYDROCHLORIDE,TAB,1.5,Purdue Pharma LP,Purdue Pharma LP,McKesson Corporation,80.0
RM0138328,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,4012 S PURDUE AVE,OKLAHOMA CITY,OK,73179,OKLAHOMA,BR2414376,RETAIL PHARMACY,"REXCO DRUG OF ALTUS, INC",null,DBA:  REXCO DRUG,2101 NORTH MAIN,ALTUS,OK,73521,JACKSON,S,9193,591320301,HYDROCODONE,1.0,null,null,null,null,null,4132009,0.45405,100.0,904040829,HYDROCODONE BITARTRATE AND ACETA 7.5,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",McKesson Corporation,7.5
RA0223432,DISTRIBUTOR,AMERISOURCEBERGEN DRUG CORP,null,172 CAHABA VALLEY PKWY,null,PELHAM,AL,35124,SHELBY,BS6615910,RETAIL PHARMACY,MYCARE PHARMACY,null,1810 STADIUM DRIVE,SUITE 100,PHENIX CITY,AL,36867,RUSSELL,S,9193,591038705,HYDROCODONE,1.0,null,null,null,null,null,7232009,2.27025,500.0,10679,HYDROCODONE BITARTRATE 7.5MG/ACETAMI,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",AmerisourceBergen Drug,7.5
RM0314790,DISTRIBUTOR,MORRIS & DICKSON CO,null,10301 HIGHWAY 1 SOUTH,null,SHREVEPORT,LA,71115,CADDO,AK6373435,RETAIL PHARMACY,LITTLE RIVER HEALTHCARE PHARMACY,KINGS DAUGHTERS PHARMACY LLC,1905 SW H K DODGEN LOOP,null,TEMPLE,TX,76502,BELL,S,9193,591050305,HYDROCODONE,1.0,null,null,null,null,null,12262012,3.0270000000000000,500.0,58812,HYDROCODONE BITARTRATE 10MG/ACETAMIN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Morris & Dickson Co,10.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,null,4 CARDINAL HEALTH CT.,null,GREENSBORO,NC,27407,GUILFORD,BH8674865,CHAIN PHARMACY,HARRIS TEETER #11,null,15007 JOHN J. DELANEY DR.,null,CHARLOTTE,NC,28277,MECKLENBURG,S,9193,406036501,HYDROCODONE,1.0,null,null,null,null,null,12152011,0.3027,100.0,1112056114,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Cardinal Health,5.0
PM0037374,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO,1 COMMERCE DR. PO BOX 8808,O'FALLON,MO,63366,SAINT CHARLES,BO8743052,RETAIL PHARMACY,OWL PHARMACY,null,111 EAST 2ND STREET,null,MILAN,MO,63556,SULLIVAN,S,9193,591038505,HYDROCODONE,1.0,null,null,null,null,null,5072012,2.27025,500.0,1205026064,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",McKesson Corporation,7.5
RW0282145,DISTRIBUTOR,WAL-MART PHARMACY WHSE #45,null,2250 NORTH 8TH STREET,SUITE 102-A,ROGERS,AR,72756,BENTON,BS8142248,CHAIN PHARMACY,SAM'S PHARMACY 10-8145,null,2521 ROUTE 130 SOUTH,null,CINNAMINSON,NJ,8077,BURLINGTON,S,9143,10702001801,OXYCODONE,1.0,null,null,122074516,null,null,7302012,0.44825,100.0,1207116439,OXYCODONE HCL 5MG USP TABLETS,OXYCODONE HYDROCHLORIDE,TAB,1.5,"KVK-Tech, Inc.","KVK-Tech, Inc.",Wal-Mart,5.0
RW0281953,DISTRIBUTOR,WALGREEN CO,null,710 OVILLA ROAD,null,WAXAHACHIE,TX,75167,ELLIS,BW9352662,CHAIN PHARMACY,WALGREEN CO.,DBA: WALGREENS # 07964,5204 N NAVARRO ST,null,VICTORIA,TX,77904,VICTORIA,S,9193,93516101,HYDROCODONE,3.0,null,null,null,null,null,8292012,1.36215,300.0,40241,HYDROCODONE BIT./IBUPROFEN;7.5MG & 2,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Teva Pharmaceuticals USA, Inc.",Teva,Walgreen Co,7.5
RK0233180,DISTRIBUTOR,KROGER LIMITED PARTNERSHIP I,null,DBA PEYTON'S SOUTHEASTERN,153 REFRESHMENT LANE,CLEVELAND,TN,37311,BRADLEY,BK5933672,CHAIN PHARMACY,KROGER PHARMACY,null,1802 NORTH POINTE DRIVE,NORTH POINTE S/C,DURHAM,NC,27705,DURHAM,S,9193,603388721,HYDROCODONE,3.0,null,null,null,null,null,9012010,1.8162,300.0,11862,"HYDROCODONE.BIT./ACET.,10MG & 325MG/",HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Kroger,10.0
RH0347282,DISTRIBUTOR,H. D. SMITH WHOLESALE DRUG,null,6001 GLOBAL DISTRIBUTION WAY,SUITE 102,LOUISVILLE,KY,40228,JEFFERSON,FA1239272,RETAIL PHARMACY,ALEXANDRIA DRUGS,null,7857 US 27,null,ALEXANDRIA,KY,41001,CAMPBELL,S,9193,591034905,HYDROCODONE,1.0,null,null,null,null,null,1282011,1.5135,500.0,14117,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",H. D. Smith,5.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,AG1028326,RETAIL PHARMACY,GEORGE'S CREEK PHARMACY,null,19 MAIN STREET,null,LONACONING,MD,21539,ALLEGANY,S,9143,59011010710,OXYCODONE,2.0,null,null,10X000033,null,null,3222010,14.344000000000000,200.0,1003055102,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,OXYCODONE HYDROCHLORIDE,TAB,1.5,Purdue Pharma LP,Purdue Pharma LP,McKesson Corporation,80.0
PR0205559,DISTRIBUTOR,"CVS TN DISTRIBUTION, LLC",null,10017 KINGSTON PIKE,null,KNOXVILLE,TN,37922,KNOX,AP3511006,CHAIN PHARMACY,"VIRGINIA CVS PHARMACY, L.L.C.",DBA: CVS/PHARMACY  # 01553,1235 WEST BROAD STREET,null,WAYNESBORO,VA,22980,WAYNESBORO CITY,S,9193,62037052401,HYDROCODONE,2.0,null,null,null,null,null,9232011,0.9081,200.0,12958,HYDROCODONE.BITARTRATE/IBUPROFEN 7.5,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",CVS,7.5
RA0322824,DISTRIBUTOR,AMERISOURCEBERGEN DRUG,null,1001 WEST TAYLOR ROAD,null,ROMEOVILLE,IL,60446,WILL,BK9147263,RETAIL PHARMACY,KINDRED PHARMACY SERVICES,null,6484 CORPORATE DRIVE,null,INDIANAPOLIS,IN,46278,MARION,S,9143,406055201,OXYCODONE,5.0,null,null,66473120,null,null,1042007,2.24125,500.0,33803,OXYCODONE HYDROCHLORIDE TABLETS 5MG,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,AmerisourceBergen Drug,5.0
RW0269654,DISTRIBUTOR,CARDINAL HEALTH,null,1120 COMMERCE BLVD,null,SWEDESBORO,NJ,8085,GLOUCESTER,BF7897640,CHAIN PHARMACY,"PENNSYLVANIA CVS PHARMACY, L.L.C.",DBA: CVS/PHARMACY  # 03617,215 TOWN CENTER BLVD.,null,EASTON,PA,18040,NORTHAMPTON,S,9143,57664022388,OXYCODONE,3.0,null,null,117078979,null,null,7172012,1.34475,300.0,1207044364,"OXYCODONE HCL 5MG TABLETS, USP",OXYCODONE HYDROCHLORIDE,TAB,1.5,"Sun Pharmaceutical Industries, Inc.","Sun Pharmaceutical Industries, Inc.",Cardinal Health,5.0
RW0231908,DISTRIBUTOR,CARDINAL HEALTH,null,2353 PROSPECT DR,null,AURORA,IL,60502,DUPAGE,BS2431827,CHAIN PHARMACY,THE KROGER CO OF MICHIGAN,null,26130 GRATIOT AVENUE,null,ROSEVILLE,MI,48066,MACOMB,S,9143,406853001,OXYCODONE,3.0,null,null,111357975,null,null,8182011,8.0685,300.0,1108072426,OXYCODONE HYDROCHLORIDE 30MG TABLET,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Cardinal Health,30.0
PW0186785,DISTRIBUTOR,WAL-MART PHARM WAREHOUSE #1,null,2252 NORTH 8TH STREET,null,ROGERS,AR,72756,BENTON,BW3383863,CHAIN PHARMACY,WAL-MART PHARMACY 10-0208,null,2970 MILITARY AVENUE,null,BAXTER SPRINGS,KS,66713,CHEROKEE,S,9193,406035801,HYDROCODONE,1.0,null,null,null,null,null,12222006,0.45405,100.0,612055503,HYDROCODONE BIT/ACETA 7.5MG/500MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Wal-Mart,7.5
RW0186278,DISTRIBUTOR,WAL-MART WAREHOUSE #32,null,13231 11TH AVENUE,null,HANFORD,CA,93230,KINGS,BW3030789,CHAIN PHARMACY,WAL-MART PHARMACY 10-1630,null,1906 FORT JONES ROAD,null,YREKA,CA,96097,SISKIYOU,S,9193,406036701,HYDROCODONE,1.0,null,null,null,null,null,10042006,0.6054,100.0,610014031,HYDROCODONE BIT/ACETA 10MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Wal-Mart,10.0
PT0185276,DISTRIBUTOR,MEIJER DISTRIBUTION INC #90,null,2721 WALKER NW,null,GRAND RAPIDS,MI,49544,KENT,AT7163253,CHAIN PHARMACY,MEIJER INC #21,null,5800 GULL ROAD,null,KALAMAZOO,MI,49048,KALAMAZOO,S,9193,603389121,HYDROCODONE,2.0,null,null,null,null,null,9082010,0.9081,200.0,4080,HYDROCODONE BITARTRATE/ACETA 7.5MG/3,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Meijer Distribution Inc #90,7.5
PP0031904,DISTRIBUTOR,PRESCRIPTION SUPPLY INC,null,2233 TRACY ROAD,null,NORTHWOOD,OH,43619,WOOD,AE2874293,RETAIL PHARMACY,ERIE ENTERPRISES INC,null,4502 LEWIS AVENUE,null,TOLEDO,OH,43612,LUCAS,S,9143,406055201,OXYCODONE,2.0,null,null,106501045,null,null,4062011,0.8965,200.0,1670,OXYCODONE HYDROCHLORIDE TABLETS 5MG,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Prescription Supply Inc,5.0
RW0294493,DISTRIBUTOR,WALGREEN CO,null,28727 OREGON ROAD,ATTN: C II MANAGER,PERRYSBURG,OH,43551,WOOD,BW7359424,CHAIN PHARMACY,WALGREEN CO.,DBA: WALGREENS # 05227,51200 WASHINGTON ST,null,NEW BALTIMORE,MI,48047,MACOMB,S,9193,591034905,HYDROCODONE,1.0,null,null,null,null,0,3232010,1.5135,500.0,12813,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Walgreen Co,5.0
RW0294493,DISTRIBUTOR,WALGREEN CO,null,28727 OREGON ROAD,ATTN: C II MANAGER,PERRYSBURG,OH,43551,WOOD,FH0895815,CHAIN PHARMACY,HAPPY HARRY'S INC.,DBA: WALGREENS #09687,1001 FORREST AVE,null,DOVER,DE,19904,KENT,S,9143,228287911,OXYCODONE,6.0,null,null,120975937,null,null,4122012,16.137,600.0,221229,"OXYCODONE HCL 30MG TABLETS, 100 CT",OXYCODONE HYDROCHLORIDE,TAB,1.5,"Actavis Pharma, Inc.","Allergan, Inc.",Walgreen Co,30.0
RW0308216,DISTRIBUTOR,WALGREEN CO,null,DBA: WALGREENS,17500 PERRIS BLVD,MORENO VALLEY,CA,92551,RIVERSIDE,BW0744931,CHAIN PHARMACY,WALGREEN ARIZONA DRUG CO.,DBA: WALGREENS # 06872,2930 N 67TH AVE,null,PHOENIX,AZ,85033,MARICOPA,S,9193,591034905,HYDROCODONE,1.0,null,null,null,null,0,12182006,1.5135,500.0,15278,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Walgreen Co,5.0
RA0253877,DISTRIBUTOR,ADVANTAGE LOGISTICS,null,533 NORTH MALLICK ROAD,null,OGLESBY,IL,61348,LA SALLE,FN0179526,CHAIN PHARMACY,"NEW ALBERTSON'S, INC",null,DBA SAVON DRUG #6589,1910 N CAMPUS AVENUE,UPLAND,CA,91784,SAN BERNARDINO,S,9193,603388721,HYDROCODONE,10.0,null,null,null,null,1000,10302012,6.054000000000000,1000.0,919115,"HYDROCODONE.BIT./ACET.,10MG & 325MG/",HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Advantage Logistics,10.0
RM0258601,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,2798 NEW BUTLER RD,NEW CASTLE,PA,16101,LAWRENCE,BT6499861,CHAIN PHARMACY,TARGET STORES A DIV.OF TARGET CORP.,TARGET STORE T-1219,ATTN: PHARMACY,4004 MONROEVILLE BLVD.,MONROEVILLE,PA,15146,ALLEGHENY,S,9193,406036005,HYDROCODONE,1.0,null,null,null,null,null,2012012,2.27025,500.0,1202009175,HYDROCODO.BIT/APAP 7.5MG/750MG USP T,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,McKesson Corporation,7.5
PS0001723,DISTRIBUTOR,SMITH DRUG COMPANY,null,DIVISION JM SMITH CORP,9098 FAIRFOREST ROAD,SPARTANBURG,SC,29301,SPARTANBURG,AN1166518,RETAIL PHARMACY,NORTHSIDE DRUGS INC,null,1109 HIGHWAY 19 NORTH,null,THOMASTON,GA,30286,UPSON,S,9143,60951071270,OXYCODONE,1.0,null,null,06X000052,null,null,9202006,0.8965,100.0,609072634,ENDOCET - 10MG OXYCODONE.HCL/325MG A,OXYCODONE HYDROCHLORIDE,TAB,1.5,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Smith Drug Company,10.0
RM0258601,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,2798 NEW BUTLER RD,NEW CASTLE,PA,16101,LAWRENCE,BG2374572,CHAIN PHARMACY,GIANT EAGLE PHARMACY #0070,null,4007 WASHINGTON ROAD,null,MCMURRAY,PA,15317,WASHINGTON,S,9143,93003301,OXYCODONE,1.0,null,null,66235598,null,null,2282007,7.172000000000000,100.0,702002751,OXYCODONE HYDROCHLORIDE - ER - 80MG/,OXYCODONE HYDROCHLORIDE,TAB,1.5,"Teva Pharmaceuticals USA, Inc.",Teva,McKesson Corporation,80.0
RM0328408,DISTRIBUTOR,MCKESSON CORPORATION,null,3301 POLLOK DRIVE,null,CONROE,TX,77303,MONTGOMERY,BC9731109,CHAIN PHARMACY,"CVS PHARMACY, INC.",DBA: CVS/PHARMACY  # 00988,1702 S. BROADWAY AVE.,null,TYLER,TX,75701,SMITH,S,9193,406036601,HYDROCODONE,3.0,null,null,null,null,null,3112009,1.36215,300.0,903011885,HYDROCODONE BIT/ACETA 7.5MG/325MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,McKesson Corporation,7.5
RA0287020,DISTRIBUTOR,ANDA PHARMACEUTICALS INC,null,6500 ADELAIDE COURT,null,GROVEPORT,OH,43125,FRANKLIN,FM1596533,RETAIL PHARMACY,MEADOWBROOK PHARMACY,null,6624 MEADOWBROOK DR.,null,FORT WORTH,TX,76112,TARRANT,S,9193,591085305,HYDROCODONE,3.0,null,null,null,null,null,7012011,9.081,1500.0,1107001828,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.","Anda, Inc",10.0
RW0165731,DISTRIBUTOR,WAL-MART PHARMACY WAREHOUSE,null,#28,801 COR-DA BOULEVARD,CRAWFORDSVILLE,IN,47933,MONTGOMERY,BW8845539,CHAIN PHARMACY,WAL-MART PHARMACY 10-5408,null,3805 S KEYSTONE AVE,null,INDIANAPOLIS(KEYSTONE),IN,46227,MARION,S,9193,406035705,HYDROCODONE,1.0,null,null,null,null,null,3222011,1.5135,500.0,1103007850,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Wal-Mart,5.0
RW0282145,DISTRIBUTOR,WAL-MART PHARMACY WHSE #45,null,2250 NORTH 8TH STREET,SUITE 102-A,ROGERS,AR,72756,BENTON,BW5456199,CHAIN PHARMACY,WAL-MART PHARMACY 10-0987,null,14821 SIX MILE CYPRESS PKWY,null,FORT MYERS,FL,33912,LEE,S,9143,406055201,OXYCODONE,1.0,null,null,62034912,null,null,10052006,0.44825,100.0,610138593,OXYCODONE HYDROCHLORIDE TABLETS 5MG,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Wal-Mart,5.0
RO0153609,DISTRIBUTOR,CARDINAL HEALTH,null,71 MIL-ACRES DR,null,WHEELING,WV,26003,OHIO,AR2808484,CHAIN PHARMACY,"PENNSYLVANIA CVS PHARMACY, L.L.C.",DBA: CVS/PHARMACY  # 05723,606 SOUTH MAIN ST.,null,SHREWSBURY,PA,17361,YORK,S,9143,406051201,OXYCODONE,8.0,null,null,73005460,null,0,11262007,3.5860000000000000,800.0,711051285,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Cardinal Health,5.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,null,4 CARDINAL HEALTH CT.,null,GREENSBORO,NC,27407,GUILFORD,AR2105737,CHAIN PHARMACY,"NORTH CAROLINA CVS PHARMACY, L.L.C.",DBA: CVS/PHARMACY  # 07325,204 W. MAIN ST.,null,PILOT MOUNTAIN,NC,27041,SURRY,S,9143,603499121,OXYCODONE,8.0,null,null,113723786,null,null,9212011,10.758,800.0,1109070404,OXYCODONE HCL 15MG USP TABLETS,OXYCODONE HYDROCHLORIDE,TAB,1.5,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Cardinal Health,15.0
RC0182080,DISTRIBUTOR,CARDINAL HEALTH,null,2045 INTERSTATE DRIVE,null,LAKELAND,FL,33805,POLK,BW0397364,CHAIN PHARMACY,"WINN DIXIE STORES, INC.",DBA WINN-DIXIE PHARMACY #352,105300 OVERSEAS HWY,null,KEY LARGO,FL,33037,MONROE,S,9143,68774016201,OXYCODONE,1.0,null,null,60416483,null,0,5162006,1.7930000000000000,100.0,605037348,OXYCODONE.HCL ER 20MG TABS,OXYCODONE HYDROCHLORIDE,TAB,1.5,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Cardinal Health,20.0
RW0277752,DISTRIBUTOR,WALGREEN CO,null,15998 WALGREENS DRIVE,null,JUPITER,FL,33478,PALM BEACH,FW1831242,CHAIN PHARMACY,WALGREEN CO.,DBA: WALGREENS #15017,11018 INTERNATIONAL DR,null,ORLANDO,FL,32821,ORANGE,S,9143,52152021502,OXYCODONE,4.0,null,null,102524746,null,0,3212011,10.758,400.0,211206,OXYCODONE HYDROCHLORIDE USP 30MG TAB,OXYCODONE HYDROCHLORIDE,TAB,1.5,"Actavis Pharma, Inc.","Allergan, Inc.",Walgreen Co,30.0
RW0282145,DISTRIBUTOR,WAL-MART PHARMACY WHSE #45,null,2250 NORTH 8TH STREET,SUITE 102-A,ROGERS,AR,72756,BENTON,BW7145611,CHAIN PHARMACY,WAL-MART PHARMACY 10-2947,null,9000 N.E. HIGHWAY 99,null,VANCOUVER (W),WA,98665,CLARK,S,9143,406055201,OXYCODONE,9.0,null,null,90243630,null,null,3182009,4.03425,900.0,903148487,OXYCODONE HYDROCHLORIDE TABLETS 5MG,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Wal-Mart,5.0
RW0281953,DISTRIBUTOR,WALGREEN CO,null,710 OVILLA ROAD,null,WAXAHACHIE,TX,75167,ELLIS,BW7891395,CHAIN PHARMACY,WALGREEN CO.,DBA: WALGREENS # 07222,112 E STATE HWY 152,null,MUSTANG,OK,73064,CANADIAN,S,9193,50474091001,HYDROCODONE,1.0,null,null,null,null,0,8172006,0.6054,100.0,25405,"LORTAB 10MG/500MG/TAB,HYDROCOD.BIT.&",HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"UCB, Inc.","UCB, Inc.",Walgreen Co,10.0
RP0331924,DISTRIBUTOR,"PUBLIX SUPER MARKETS, INC.",null,1950 SAND LAKE RD.,BLDG 3,ORLANDO,FL,32809,ORANGE,BP4878243,CHAIN PHARMACY,PUBLIX PHARMACY,PUBLIX PHARMACY #0566,1727 MARS HILL ROAD NW,null,ACWORTH,GA,30101,COBB,S,9193,406035805,HYDROCODONE,1.0,null,null,null,null,null,9302009,2.27025,500.0,11053,HYDROCODONE BIT/ACETA 7.5MG/500MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,"Publix Super Markets, Inc.",7.5
RC0338031,DISTRIBUTOR,"CVS VERO FL DISTRIBUTION, L.L.C",null,2575 98TH AVE,null,VERO BEACH,FL,32966,INDIAN RIVER,BC5289512,CHAIN PHARMACY,"HOLIDAY CVS, L.L.C.",DBA: CVS/PHARMACY  # 00440,1200 NORTH STATE ROAD 7,null,MARGATE,FL,33063,BROWARD,S,9193,53746010901,HYDROCODONE,1.0,null,null,null,null,null,4062009,0.3027,100.0,572,HYDROCODONE BIT./ACETAMINOPHEN TABS.,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Amneal Pharmaceuticals LLC,"Amneal Pharmaceuticals, Inc.",CVS,5.0
RH0197170,DISTRIBUTOR,CVS INDIANA,null,"7590 EMPIRE DR, DOORS 116-123",null,INDIANAPOLIS,IN,46219,MARION,BC7445934,CHAIN PHARMACY,"WOODWARD DETROIT CVS, L.L.C.",DBA: CVS/PHARMACY  # 08293,1550 LAKE DR. SE,null,GRAND RAPIDS,MI,49506,KENT,S,9193,603388721,HYDROCODONE,1.0,null,null,null,null,null,3112009,0.6054,100.0,105728,"HYDROCODONE.BIT./ACET.,10MG & 325MG/",HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",CVS,10.0
RW0204026,DISTRIBUTOR,WALGREEN CO,null,DBA: WALGREEN WAREHOUSE,2370 E MAIN STREET,WOODLAND,CA,95776,YOLO,BW8900462,CHAIN PHARMACY,WALGREEN CO.,DBA: WALGREENS # 01097,3200 NE 52ND ST.,null,VANCOUVER,WA,98663,CLARK,S,9143,591350301,OXYCODONE,2.0,null,null,70761143,null,0,4272007,7.172000000000000,200.0,17765,OXYCODONE HCL 40MG TABS,OXYCODONE HYDROCHLORIDE,TAB,1.5,"Actavis Pharma, Inc.","Allergan, Inc.",Walgreen Co,40.0
RW0281953,DISTRIBUTOR,WALGREEN CO,null,710 OVILLA ROAD,null,WAXAHACHIE,TX,75167,ELLIS,FW0636843,CHAIN PHARMACY,WALGREEN CO.,DBA:  WALGREENS #11211,1810 W. TYLER AVE.,null,HARLINGEN,TX,78550,CAMERON,S,9193,591320201,HYDROCODONE,1.0,null,null,null,null,null,3072012,0.3027,100.0,45522,HYDROCODONE BITARTRATE AND ACETA 5MG,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Walgreen Co,5.0
RM0220537,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,3003 AIRPORT RD,LA CROSSE,WI,54603,LA CROSSE,BI2207606,RETAIL PHARMACY,HARBOR TOWN PHARMACY,null,850 GREENLAND ROAD,null,ONTONAGON,MI,49953,ONTONAGON,S,9193,406036305,HYDROCODONE,1.0,null,null,null,null,null,4072011,3.0270000000000000,500.0,1104007200,HYDROCODONE BIT/ACETA 10MG/500MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,McKesson Corporation,10.0
